County Name,Median House Price ($),Median Rent ($),Population with Bachelor's Degree,Total Population,Number of Employed People,People with Income Below Poverty,Total Labor Force,Median Household Income ($),State FIPS,County FIPS,Year
"Grafton County, New Hampshire",214700,778,11792.0,89658,45356,10088.0,47279,57210,33,009,2014
"Rockingham County, New Hampshire",285000,989,51338.0,300621,166053,17594.0,175344,79922,33,015,2014
"Hillsborough County, New Hampshire",244700,961,63800.0,405184,219266,34531.0,231780,71422,33,011,2014
"Merrimack County, New Hampshire",224400,866,22765.0,147171,76628,13721.0,80204,62418,33,013,2014
"Strafford County, New Hampshire",204800,835,17410.0,125604,66619,14263.0,69938,58976,33,017,2014
"Mercer County, New Jersey",272000,992,49873.0,371537,180308,42267.0,196527,74961,34,021,2014
"Cumberland County, New Jersey",166000,794,8913.0,157389,65588,28650.0,71196,45339,34,011,2014
"Somerset County, New Jersey",392700,1322,69058.0,332568,173648,13463.0,182069,100301,34,035,2014
"Ocean County, New Jersey",258500,1183,78157.0,586301,248260,69809.0,270886,63653,34,029,2014
"Middlesex County, New Jersey",320900,1206,140517.0,836297,412596,66171.0,442784,77682,34,023,2014
"Salem County, New Jersey",180500,773,5892.0,64715,29912,8844.0,33040,57377,34,033,2014
"Cape May County, New Jersey",296800,938,11937.0,95344,42481,12505.0,47138,56899,34,009,2014
"Camden County, New Jersey",194300,862,70271.0,511038,246823,65654.0,268897,62330,34,007,2014
"Union County, New Jersey",339800,1027,75053.0,552939,275586,60522.0,300606,69032,34,039,2014
"Hudson County, New Jersey",340900,1090,113963.0,669115,346409,117724.0,375803,58479,34,017,2014
"Hunterdon County, New Jersey",378700,1243,27045.0,126067,65232,5693.0,68646,103605,34,019,2014
"Morris County, New Jersey",434700,1233,106886.0,499727,266086,23344.0,282224,100579,34,027,2014
"Atlantic County, New Jersey",217000,887,31967.0,275209,129393,41785.0,146074,55313,34,001,2014
"Monmouth County, New Jersey",387900,1136,112795.0,629279,314200,51010.0,333473,88413,34,025,2014
"Sussex County, New Jersey",265200,1040,22102.0,144909,74800,8686.0,81031,82075,34,037,2014
"Essex County, New Jersey",348000,942,107761.0,795723,370380,130789.0,418849,54754,34,013,2014
"Gloucester County, New Jersey",209600,913,39742.0,290951,146938,22916.0,158884,79704,34,015,2014
"Passaic County, New Jersey",332800,1065,62893.0,508856,232271,92521.0,248716,58804,34,031,2014
"Bergen County, New Jersey",434400,1211,189355.0,933572,473316,70830.0,499942,84677,34,003,2014
"Warren County, New Jersey",246600,934,14344.0,106917,53851,8735.0,58658,71444,34,041,2014
"Burlington County, New Jersey",241000,1072,77449.0,449722,221874,30985.0,240374,80896,34,005,2014
"Chaves County, New Mexico",108400,522,4802.0,65878,25812,15785.0,27974,39696,35,005,2014
"Lea County, New Mexico",114100,637,2929.0,69999,30247,11869.0,31492,61351,35,025,2014
"Santa Fe County, New Mexico",269300,824,21391.0,148164,69686,20673.0,74808,52809,35,049,2014
"Doña Ana County, New Mexico",135600,613,23157.0,213676,89861,61808.0,100155,39502,35,013,2014
"Valencia County, New Mexico",129600,587,4915.0,75817,26360,20911.0,30804,37628,35,061,2014
"Bernalillo County, New Mexico",184600,706,83827.0,675551,307468,128955.0,335669,47134,35,001,2014
"Otero County, New Mexico",107700,700,4461.0,65082,22875,12661.0,25374,42603,35,035,2014
"McKinley County, New Mexico",56100,415,2655.0,74098,22621,27906.0,27855,27041,35,031,2014
"Sandoval County, New Mexico",168300,818,15957.0,137608,61646,17278.0,67939,55398,35,043,2014
"San Juan County, New Mexico",151500,610,7073.0,123785,50525,26883.0,55832,48773,35,045,2014
"Bronx County, New York",359100,967,113618.0,1438159,571566,442188.0,648915,33712,36,005,2014
"Onondaga County, New York",135800,668,61228.0,468196,220683,73568.0,238466,52947,36,067,2014
"Clinton County, New York",130200,653,6472.0,81632,37334,12639.0,39102,53575,36,019,2014
"Putnam County, New York",353600,1093,15706.0,99487,51932,5773.0,55948,97483,36,079,2014
"Ontario County, New York",149800,669,11903.0,109707,54113,12841.0,57276,59093,36,069,2014
"Chautauqua County, New York",83500,469,10662.0,132053,55884,24485.0,61409,41808,36,013,2014
"Kings County, New York",574800,1136,373471.0,2621793,1201841,607856.0,1314286,47966,36,047,2014
"Saratoga County, New York",238000,844,36993.0,224921,116866,15126.0,122324,72354,36,091,2014
"Westchester County, New York",501100,1273,156296.0,972634,472954,96491.0,508209,83477,36,119,2014
"Richmond County, New York",441000,997,62296.0,473279,208838,67755.0,222528,71121,36,085,2014
"St. Lawrence County, New York",89200,532,8896.0,111400,45733,18646.0,49765,43758,36,089,2014
"Tompkins County, New York",182100,928,14297.0,104691,47837,17968.0,51534,52885,36,109,2014
"Warren County, New York",197100,665,7173.0,64973,31084,9190.0,32781,57294,36,113,2014
"Dutchess County, New York",270900,999,39948.0,296579,146722,27285.0,159860,71165,36,027,2014
"Monroe County, New York",137600,714,104073.0,749857,365484,103361.0,393646,51217,36,055,2014
"Oneida County, New York",116000,565,21488.0,232871,103922,39021.0,112293,48803,36,065,2014
"Ulster County, New York",217100,866,23391.0,180445,84877,22988.0,93188,58093,36,111,2014
"Chemung County, New York",111800,653,8527.0,87770,37388,15471.0,38894,50232,36,015,2014
"Livingston County, New York",117000,583,3945.0,64586,29644,9517.0,31620,48456,36,051,2014
"Albany County, New York",208200,798,40409.0,308171,156103,39886.0,165910,60655,36,001,2014
"Cattaraugus County, New York",85400,469,7004.0,78600,34096,12011.0,36956,44320,36,009,2014
"Madison County, New York",119700,614,7620.0,72369,32668,6802.0,34694,51873,36,053,2014
"Schenectady County, New York",161700,717,18141.0,155735,73961,18974.0,79058,57587,36,093,2014
"Steuben County, New York",98100,551,7912.0,98394,43868,16386.0,47364,46889,36,101,2014
"Suffolk County, New York",368800,1425,195500.0,1502968,738760,109642.0,783811,86266,36,103,2014
"Oswego County, New York",96000,543,8903.0,120913,52310,23640.0,57999,47013,36,075,2014
"Wayne County, New York",117100,607,7505.0,92051,40932,12144.0,44670,45951,36,117,2014
"Broome County, New York",114200,633,19454.0,197349,87426,31994.0,93488,46776,36,007,2014
"Erie County, New York",131800,600,108829.0,922835,444469,136047.0,472314,50132,36,029,2014
"Sullivan County, New York",161700,673,6752.0,75943,33731,10611.0,36674,53219,36,105,2014
"Orange County, New York",254700,990,38863.0,376099,171085,48969.0,181926,70240,36,071,2014
"Rensselaer County, New York",180800,768,17592.0,159774,81032,20188.0,87065,61457,36,083,2014
"Queens County, New York",447300,1276,308811.0,2321580,1119419,349127.0,1212574,57241,36,081,2014
"New York County, New York",888500,1461,388358.0,1636268,891619,279428.0,954322,76089,36,061,2014
"Cayuga County, New York",111700,563,6826.0,78823,36881,8469.0,39453,53780,36,011,2014
"Rockland County, New York",414500,1160,47593.0,323866,151457,47388.0,160830,85037,36,087,2014
"Niagara County, New York",105500,520,20846.0,213525,100220,27588.0,106961,49700,36,063,2014
"Nassau County, New York",443200,1519,222935.0,1358627,674723,86081.0,713450,99035,36,059,2014
"Jefferson County, New York",147900,784,8579.0,119103,44644,16160.0,49154,51086,36,045,2014
"Caldwell County, North Carolina",115700,477,6756.0,81484,35309,16073.0,38531,37876,37,027,2014
"Catawba County, North Carolina",136700,518,14505.0,154534,70509,24903.0,75314,44677,37,035,2014
"Cleveland County, North Carolina",99400,499,6629.0,97076,37959,20243.0,43411,37433,37,045,2014
"Craven County, North Carolina",152000,637,9781.0,104510,40268,16105.0,45453,43380,37,049,2014
"Harnett County, North Carolina",137400,570,9518.0,126666,44596,25999.0,51150,44880,37,085,2014
"Henderson County, North Carolina",180900,635,16225.0,111149,48312,13020.0,50189,47335,37,089,2014
"Iredell County, North Carolina",166900,641,19327.0,166675,79454,21585.0,86888,54384,37,097,2014
"Mecklenburg County, North Carolina",189900,819,190631.0,1012539,522509,149786.0,571054,58841,37,119,2014
"Pitt County, North Carolina",126400,560,21103.0,175354,80513,39698.0,92140,41632,37,147,2014
"Rowan County, North Carolina",130400,552,12881.0,138630,58212,23912.0,64570,45978,37,159,2014
"Union County, North Carolina",209700,683,33736.0,218568,101235,23315.0,109647,62898,37,179,2014
"Wilkes County, North Carolina",115700,439,4376.0,68838,27091,18463.0,30172,30743,37,193,2014
"Nash County, North Carolina",117200,500,7915.0,94357,40323,16555.0,45235,43209,37,127,2014
"Wilson County, North Carolina",124300,464,7612.0,81401,33864,19683.0,36907,38774,37,195,2014
"Randolph County, North Carolina",110800,483,10243.0,142778,64005,23553.0,68112,41107,37,151,2014
"Cumberland County, North Carolina",124100,684,29208.0,326328,122099,54341.0,135113,42248,37,051,2014
"Guilford County, North Carolina",154700,636,72759.0,512119,238999,84907.0,257296,44069,37,081,2014
"Robeson County, North Carolina",71600,404,7341.0,134760,45067,42805.0,51291,29889,37,155,2014
"Wake County, North Carolina",237400,826,204654.0,998691,524120,113226.0,553369,66634,37,183,2014
"Brunswick County, North Carolina",176100,673,15657.0,118836,50439,19216.0,54448,46721,37,019,2014
"Lincoln County, North Carolina",148800,525,6830.0,79829,34535,14848.0,38293,48131,37,109,2014
"Orange County, North Carolina",281400,837,21344.0,140420,71661,18307.0,77171,59658,37,135,2014
"Surry County, North Carolina",116400,416,4545.0,72968,30667,13375.0,32688,36511,37,171,2014
"Buncombe County, North Carolina",191100,726,41009.0,250539,118711,30906.0,125732,47671,37,021,2014
"Cabarrus County, North Carolina",169800,629,25320.0,192103,92535,24161.0,102850,54347,37,025,2014
"Davidson County, North Carolina",130800,434,14126.0,164072,71922,27811.0,79112,42201,37,057,2014
"Durham County, North Carolina",181900,760,48907.0,294460,144582,46227.0,154027,50504,37,063,2014
"New Hanover County, North Carolina",228200,744,40274.0,216298,107106,39234.0,116097,49982,37,129,2014
"Wayne County, North Carolina",105700,503,12115.0,124456,49740,31137.0,56225,35966,37,191,2014
"Alamance County, North Carolina",133700,579,14966.0,155792,71695,27824.0,77058,39576,37,001,2014
"Forsyth County, North Carolina",144900,594,48008.0,365298,163300,71368.0,180440,45220,37,067,2014
"Carteret County, North Carolina",194500,689,7208.0,68811,30658,9781.0,33517,48881,37,031,2014
"Rockingham County, North Carolina",110400,440,6707.0,91696,40106,17674.0,43370,38878,37,157,2014
"Gaston County, North Carolina",127500,548,20944.0,211127,92097,33871.0,101377,41011,37,071,2014
"Moore County, North Carolina",191100,576,14899.0,93077,39246,15914.0,41448,51328,37,125,2014
"Chatham County, North Carolina",234100,619,9543.0,68698,29323,11268.0,31392,54229,37,037,2014
"Johnston County, North Carolina",144300,598,17408.0,181423,80893,27541.0,86945,48851,37,101,2014
"Onslow County, North Carolina",156800,733,12882.0,187589,63979,22895.0,71199,47581,37,133,2014
"Rutherford County, North Carolina",98600,444,5684.0,66600,24202,14078.0,26673,34347,37,161,2014
"Burke County, North Carolina",115800,452,7528.0,89486,36439,18842.0,42156,37086,37,023,2014
"Grand Forks County, North Dakota",154300,674,8554.0,70138,37039,14242.0,38517,49532,38,035,2014
"Burleigh County, North Dakota",219500,714,15264.0,90503,49786,7469.0,51026,68339,38,015,2014
"Ward County, North Dakota",206800,1003,7203.0,69384,37852,4930.0,38862,66570,38,101,2014
"Cass County, North Dakota",179600,643,27101.0,167005,96048,19158.0,99400,52604,38,017,2014
"Hamilton County, Ohio",140000,591,118112.0,806631,389564,137490.0,425355,48770,39,061,2014
"Franklin County, Ohio",153000,690,193021.0,1231393,638469,206427.0,679051,53180,39,049,2014
"Marion County, Ohio",95100,505,4774.0,65720,25568,14438.0,28041,39233,39,101,2014
"Tuscarawas County, Ohio",107800,509,6001.0,92788,44474,12176.0,46645,46253,39,157,2014
"Wayne County, Ohio",139900,528,9755.0,115537,53195,16592.0,55736,49988,39,169,2014
"Licking County, Ohio",158600,563,19347.0,169390,84531,23898.0,88805,57654,39,089,2014
"Richland County, Ohio",100400,465,9008.0,121942,49413,17268.0,53922,41548,39,139,2014
"Hancock County, Ohio",128400,541,8848.0,75337,36802,10962.0,38852,50898,39,063,2014
"Clermont County, Ohio",153600,591,26013.0,201560,98602,22755.0,104318,62554,39,025,2014
"Fairfield County, Ohio",163000,655,18763.0,150381,70652,13009.0,74029,59933,39,045,2014
"Jefferson County, Ohio",85700,399,4715.0,67694,26031,13229.0,30038,40293,39,081,2014
"Portage County, Ohio",149000,666,16705.0,161882,83102,22111.0,90830,51275,39,133,2014
"Belmont County, Ohio",92300,439,4950.0,69461,29136,9968.0,32021,42079,39,013,2014
"Muskingum County, Ohio",111200,485,5976.0,85818,35515,16125.0,38684,41230,39,119,2014
"Medina County, Ohio",174800,685,25211.0,176029,92090,11495.0,96604,67969,39,103,2014
"Lucas County, Ohio",107200,528,46027.0,435286,199994,87175.0,217544,42132,39,095,2014
"Stark County, Ohio",124400,533,37324.0,375736,177090,54153.0,189476,47713,39,151,2014
"Delaware County, Ohio",263700,798,38408.0,189113,97774,8390.0,100480,96949,39,041,2014
"Geauga County, Ohio",211400,695,15278.0,94295,46808,8229.0,48932,72001,39,055,2014
"Lake County, Ohio",145200,716,28798.0,229230,118498,18960.0,125181,58721,39,085,2014
"Ross County, Ohio",106400,489,6256.0,77159,29251,13558.0,33562,40764,39,141,2014
"Cuyahoga County, Ohio",120700,616,157164.0,1259828,582906,238598.0,647957,44016,39,035,2014
"Miami County, Ohio",135200,593,8872.0,103900,50939,11001.0,52934,51087,39,109,2014
"Butler County, Ohio",154300,648,43602.0,374158,181927,52721.0,194263,58730,39,017,2014
"Trumbull County, Ohio",98500,500,16223.0,205175,88464,34623.0,94060,43039,39,155,2014
"Wood County, Ohio",147500,569,15337.0,129590,65792,18481.0,70053,54402,39,173,2014
"Greene County, Ohio",159000,642,23198.0,163820,76702,21540.0,81911,58396,39,057,2014
"Erie County, Ohio",128100,573,7872.0,75828,36311,10429.0,38764,48734,39,043,2014
"Summit County, Ohio",129300,621,74645.0,541943,264350,69410.0,283299,50365,39,153,2014
"Columbiana County, Ohio",99800,459,7615.0,105686,46370,15545.0,50852,42640,39,029,2014
"Mahoning County, Ohio",98000,506,24494.0,233204,104895,42092.0,114186,41134,39,099,2014
"Scioto County, Ohio",93600,402,5047.0,77258,28188,20936.0,30735,38233,39,145,2014
"Allen County, Ohio",98800,479,5822.0,105040,46730,17969.0,51626,42701,39,003,2014
"Clark County, Ohio",100800,520,9682.0,136554,60274,24420.0,66165,41729,39,023,2014
"Lorain County, Ohio",136800,598,27142.0,304216,138877,43586.0,150657,52082,39,093,2014
"Montgomery County, Ohio",106300,572,55650.0,533116,237173,101642.0,261014,42644,39,113,2014
"Warren County, Ohio",188700,756,38099.0,221659,105405,9553.0,110917,71731,39,165,2014
"Ashtabula County, Ohio",100800,494,5726.0,99175,40956,21696.0,43657,39079,39,007,2014
"Tulsa County, Oklahoma",140000,630,86617.0,629598,309735,92889.0,327102,50460,40,143,2014
"Payne County, Oklahoma",136900,607,7180.0,80264,35850,19181.0,38564,38642,40,119,2014
"Pottawatomie County, Oklahoma",113600,486,5532.0,71811,29446,11706.0,31803,46839,40,125,2014
"Creek County, Oklahoma",102000,508,5140.0,70632,31481,10686.0,32501,47286,40,037,2014
"Oklahoma County, Oklahoma",136000,615,97190.0,766215,358929,137011.0,382217,48183,40,109,2014
"Rogers County, Oklahoma",145500,600,8933.0,89815,43102,8507.0,44840,55626,40,131,2014
"Cleveland County, Oklahoma",147900,665,30156.0,269908,135705,33411.0,141452,58286,40,027,2014
"Canadian County, Oklahoma",146700,692,15269.0,129582,65546,8803.0,69015,68552,40,017,2014
"Comanche County, Oklahoma",120300,608,11194.0,125033,47079,21151.0,51871,47235,40,031,2014
"Wagoner County, Oklahoma",141600,625,8244.0,75702,35810,6715.0,37737,59170,40,145,2014
"Muskogee County, Oklahoma",89500,469,5726.0,69966,27745,14999.0,29609,42756,40,101,2014
"Multnomah County, Oregon",290400,874,143984.0,776712,403159,143058.0,436994,53660,41,051,2014
"Marion County, Oregon",182900,680,31159.0,326110,138886,55242.0,151960,48620,41,047,2014
"Douglas County, Oregon",171200,612,6800.0,106972,38776,21168.0,44798,42000,41,019,2014
"Polk County, Oregon",220100,684,7333.0,77916,32832,10687.0,37645,51893,41,053,2014
"Deschutes County, Oregon",257200,794,23299.0,170388,79420,22136.0,85027,52006,41,017,2014
"Linn County, Oregon",167400,718,11040.0,119356,48173,24023.0,54250,43428,41,043,2014
"Yamhill County, Oregon",222900,741,10973.0,101758,43680,15836.0,47648,52255,41,071,2014
"Klamath County, Oregon",152000,578,5627.0,65455,25324,14346.0,28066,39148,41,035,2014
"Benton County, Oregon",265800,808,14496.0,86316,40265,16518.0,43769,52486,41,003,2014
"Jackson County, Oregon",222900,774,24079.0,210287,89016,37637.0,97553,44918,41,029,2014
"Clackamas County, Oregon",302300,888,59807.0,394972,191597,36193.0,205173,65316,41,005,2014
"Josephine County, Oregon",213100,645,6482.0,83599,29696,16266.0,31815,36870,41,033,2014
"Umatilla County, Oregon",139700,541,4871.0,76705,30768,13442.0,33328,44402,41,059,2014
"Lane County, Oregon",214700,744,42070.0,358337,163371,64650.0,176612,44877,41,039,2014
"Washington County, Oregon",291500,939,95825.0,562998,279478,71398.0,299791,66136,41,067,2014
"Crawford County, Pennsylvania",100300,498,7528.0,87175,38305,11745.0,41287,44598,42,039,2014
"Erie County, Pennsylvania",124400,538,33816.0,278443,127150,43438.0,136402,45560,42,049,2014
"Schuylkill County, Pennsylvania",94800,505,10931.0,145797,63127,18101.0,68270,43044,42,107,2014
"Adams County, Pennsylvania",190700,671,9065.0,101714,49317,11158.0,52101,61543,42,001,2014
"Armstrong County, Pennsylvania",89400,498,4696.0,67785,30797,9166.0,32725,44946,42,005,2014
"Carbon County, Pennsylvania",124600,593,3934.0,64441,30176,8222.0,32480,50023,42,025,2014
"Centre County, Pennsylvania",198500,811,19297.0,158742,74442,26417.0,78041,51367,42,027,2014
"Northumberland County, Pennsylvania",107000,467,5765.0,93944,40269,14709.0,42753,39778,42,097,2014
"Northampton County, Pennsylvania",205700,814,36780.0,300654,147285,28376.0,158109,61879,42,095,2014
"Beaver County, Pennsylvania",119600,492,18922.0,169392,79863,19037.0,84871,51222,42,007,2014
"Lackawanna County, Pennsylvania",145900,592,24427.0,212719,93830,31811.0,99754,45265,42,069,2014
"Fayette County, Pennsylvania",89200,443,8976.0,134086,53502,26798.0,58939,36562,42,051,2014
"Montgomery County, Pennsylvania",287900,1016,148935.0,816857,427978,57174.0,452734,79495,42,091,2014
"Clearfield County, Pennsylvania",87100,477,4654.0,81191,33034,12397.0,35582,39592,42,033,2014
"Lebanon County, Pennsylvania",168100,632,12520.0,136359,64072,13725.0,69140,54068,42,075,2014
"Lycoming County, Pennsylvania",144100,591,10836.0,116508,53696,18919.0,56695,45161,42,081,2014
"Butler County, Pennsylvania",179700,623,28449.0,185943,92497,15411.0,97754,60782,42,019,2014
"Lancaster County, Pennsylvania",188100,744,59681.0,533320,265900,54221.0,277548,57403,42,071,2014
"Mercer County, Pennsylvania",109900,487,11467.0,114884,49742,15096.0,52823,43574,42,085,2014
"Dauphin County, Pennsylvania",158100,689,32339.0,271453,132151,36210.0,140124,52975,42,043,2014
"Franklin County, Pennsylvania",165100,650,11579.0,152892,70617,19398.0,74545,49487,42,055,2014
"Monroe County, Pennsylvania",167800,903,16735.0,166314,73771,21937.0,83905,63118,42,089,2014
"Washington County, Pennsylvania",152100,525,26369.0,208187,98960,21160.0,103822,56047,42,125,2014
"Philadelphia County, Pennsylvania",148700,760,157342.0,1560297,652146,394765.0,747795,39043,42,101,2014
"York County, Pennsylvania",167000,698,47045.0,440755,220362,44018.0,234251,58587,42,133,2014
"Indiana County, Pennsylvania",104000,540,8083.0,87706,38629,13729.0,41649,42431,42,063,2014
"Cumberland County, Pennsylvania",191300,720,34779.0,243762,123924,21062.0,129403,62759,42,041,2014
"Allegheny County, Pennsylvania",133500,649,196736.0,1231255,615719,159387.0,659101,52400,42,003,2014
"Westmoreland County, Pennsylvania",141000,512,44968.0,359320,175570,34955.0,185373,53844,42,129,2014
"Blair County, Pennsylvania",112500,511,11513.0,125955,58115,18083.0,61984,44019,42,013,2014
"Lawrence County, Pennsylvania",99300,491,7549.0,88771,40135,10536.0,42861,45356,42,073,2014
"Cambria County, Pennsylvania",88800,385,12043.0,137732,58547,19919.0,63933,43224,42,021,2014
"Chester County, Pennsylvania",325500,1046,100481.0,512784,266680,37174.0,280916,85373,42,029,2014
"Berks County, Pennsylvania",168600,689,42790.0,413691,198117,58855.0,216897,56059,42,011,2014
"Delaware County, Pennsylvania",226800,841,78512.0,562960,267524,59656.0,289028,62993,42,045,2014
"Somerset County, Pennsylvania",94400,426,5372.0,76218,33685,8604.0,35593,46217,42,111,2014
"Bucks County, Pennsylvania",311000,1008,100079.0,626685,327008,39996.0,348390,77917,42,017,2014
"Lehigh County, Pennsylvania",188600,785,43165.0,357823,172923,44900.0,189358,58603,42,077,2014
"Luzerne County, Pennsylvania",120300,548,31209.0,318829,146443,49032.0,158069,44311,42,079,2014
"Columbia County, Pennsylvania",141400,565,6612.0,67122,29381,8368.0,30774,48540,42,037,2014
"Providence County, Rhode Island",207200,753,64469.0,631974,301673,109659.0,329801,47481,44,007,2014
"Newport County, Rhode Island",337200,1010,17179.0,82358,41697,6639.0,44213,71799,44,005,2014
"Kent County, Rhode Island",205900,878,21292.0,165128,85262,13829.0,92943,62261,44,003,2014
"Washington County, Rhode Island",298300,900,20661.0,126653,63636,12801.0,67558,71229,44,009,2014
"Aiken County, South Carolina",136500,518,21443.0,164753,73692,26079.0,79728,48882,45,003,2014
"Lexington County, South Carolina",141700,654,37642.0,277888,135431,38453.0,144645,53980,45,063,2014
"Oconee County, South Carolina",137200,463,6931.0,75192,29267,14063.0,32190,35159,45,073,2014
"Berkeley County, South Carolina",155100,798,19046.0,198205,88759,25611.0,94036,52427,45,015,2014
"Charleston County, South Carolina",249700,826,67778.0,381015,190180,62087.0,203035,53308,45,019,2014
"Anderson County, South Carolina",125800,506,16675.0,192810,82397,31598.0,90296,42837,45,007,2014
"Greenwood County, South Carolina",102100,476,6726.0,69520,30085,15838.0,33380,37831,45,047,2014
"Horry County, South Carolina",157000,665,34032.0,298832,133486,52460.0,143658,43001,45,051,2014
"Orangeburg County, South Carolina",88900,446,6121.0,90090,32574,27992.0,36431,28680,45,075,2014
"Spartanburg County, South Carolina",121200,544,27308.0,293542,130080,50703.0,139522,43688,45,083,2014
"Beaufort County, South Carolina",271100,898,25923.0,175852,71522,21764.0,76488,54996,45,013,2014
"Richland County, South Carolina",149200,692,55120.0,401566,191089,57985.0,207143,50028,45,079,2014
"Greenville County, South Carolina",160100,637,68106.0,482752,228801,69370.0,243190,49268,45,045,2014
"Lancaster County, South Carolina",161000,465,8068.0,83160,34507,19006.0,38415,44412,45,057,2014
"Dorchester County, South Carolina",163000,790,16828.0,148469,70419,19451.0,76768,56277,45,035,2014
"Florence County, South Carolina",128300,506,12820.0,139231,59818,25189.0,67419,43148,45,041,2014
"Laurens County, South Carolina",92100,435,4014.0,66533,27126,13416.0,30234,37638,45,059,2014
"Pickens County, South Carolina",108600,518,9759.0,120368,50960,23636.0,54771,40136,45,077,2014
"Sumter County, South Carolina",111100,509,6970.0,107919,39278,25423.0,47401,36633,45,085,2014
"Darlington County, South Carolina",78000,394,4119.0,67799,25075,17141.0,30509,34651,45,031,2014
"York County, South Carolina",162900,667,31251.0,245346,115876,37924.0,127297,52565,45,091,2014
"Pennington County, South Dakota",161000,688,13562.0,108242,55390,14077.0,56910,47838,46,103,2014
"Minnehaha County, South Dakota",159100,625,25077.0,182882,103223,20257.0,107966,54829,46,099,2014
"Robertson County, Tennessee",151000,647,4602.0,68079,31717,9355.0,35208,51883,47,147,2014
"Blount County, Tennessee",165100,596,15619.0,126339,55719,18741.0,61459,46819,47,009,2014
"Madison County, Tennessee",112300,531,11991.0,98178,43701,20230.0,46644,42412,47,113,2014
"Williamson County, Tennessee",352000,1122,46593.0,205226,102305,11178.0,106821,93337,47,187,2014
"Greene County, Tennessee",115900,423,4174.0,68335,28532,10759.0,32010,36694,47,059,2014
"Sevier County, Tennessee",154500,600,6856.0,95110,42797,17881.0,46921,39175,47,155,2014
"Bradley County, Tennessee",137800,540,9274.0,102975,45155,18022.0,49754,42563,47,011,2014
"Knox County, Tennessee",163100,631,65195.0,448644,212728,77900.0,226004,46860,47,093,2014
"Anderson County, Tennessee",139300,528,6708.0,75528,33112,10258.0,36122,47821,47,001,2014
"Rutherford County, Tennessee",159500,751,36983.0,288906,142873,44548.0,152311,52502,47,149,2014
"Wilson County, Tennessee",207200,682,16602.0,125376,62469,12529.0,65423,59685,47,189,2014
"Putnam County, Tennessee",143500,495,6935.0,74165,31070,15476.0,33508,35516,47,141,2014
"Washington County, Tennessee",147200,559,17399.0,126242,56906,19845.0,60646,42950,47,179,2014
"Maury County, Tennessee",147000,557,7347.0,85515,40175,13748.0,43677,53990,47,119,2014
"Sumner County, Tennessee",178000,729,20337.0,172706,84783,19063.0,90556,58316,47,165,2014
"Shelby County, Tennessee",130700,649,112389.0,938803,424742,211233.0,466596,43938,47,157,2014
"Davidson County, Tennessee",171700,737,109562.0,668347,352415,129057.0,376535,47993,47,037,2014
"Montgomery County, Tennessee",144700,689,18169.0,189961,74845,25636.0,80985,50941,47,125,2014
"Hamilton County, Tennessee",160400,616,47979.0,351220,165762,53599.0,179399,48379,47,065,2014
"Sullivan County, Tennessee",122600,440,14388.0,157047,66157,28755.0,70762,38251,47,163,2014
"Tom Green County, Texas",96800,637,10389.0,116608,51716,16884.0,53029,44959,48,451,2014
"Victoria County, Texas",123600,656,8665.0,91081,44533,14547.0,46182,50245,48,469,2014
"Grayson County, Texas",109100,619,12615.0,123534,55196,18487.0,60306,52058,48,181,2014
"Gregg County, Texas",126400,627,11647.0,123204,56190,22613.0,59329,50917,48,183,2014
"Lubbock County, Texas",113300,644,28962.0,293974,145329,49472.0,151986,46076,48,303,2014
"Kaufman County, Texas",127300,639,9188.0,111236,50483,18082.0,55500,56098,48,257,2014
"Bell County, Texas",127700,698,29215.0,329140,137545,44910.0,149765,51221,48,027,2014
"Cameron County, Texas",76200,502,29845.0,420392,150394,146440.0,163777,32093,48,061,2014
"El Paso County, Texas",114900,639,72056.0,833487,329866,191625.0,359368,40170,48,141,2014
"Hidalgo County, Texas",79400,517,60755.0,831073,302524,279264.0,333682,34801,48,215,2014
"Smith County, Texas",147000,668,24506.0,218842,94937,40758.0,102207,43958,48,423,2014
"Hunt County, Texas",85500,543,5382.0,88493,36776,19263.0,39742,42038,48,231,2014
"Guadalupe County, Texas",165900,738,17023.0,147250,68043,14716.0,72052,61538,48,187,2014
"Wichita County, Texas",91300,589,13475.0,132355,56146,23934.0,59748,42996,48,485,2014
"Nacogdoches County, Texas",103500,598,5329.0,65301,29560,13275.0,31840,39326,48,347,2014
"Parker County, Texas",172800,683,16250.0,123164,55941,11542.0,59575,68882,48,367,2014
"Ector County, Texas",123700,887,10812.0,153904,71779,15169.0,75823,58701,48,135,2014
"Collin County, Texas",232100,950,180608.0,885241,461773,63139.0,486559,86040,48,085,2014
"Angelina County, Texas",80800,578,5858.0,87750,36270,13983.0,40345,42156,48,005,2014
"Hays County, Texas",183400,807,25961.0,185025,88396,38261.0,95204,59085,48,209,2014
"Brazoria County, Texas",150300,784,40713.0,338124,157387,30002.0,162944,74799,48,039,2014
"Harrison County, Texas",108900,598,6464.0,67336,28180,10615.0,30198,49490,48,203,2014
"Williamson County, Texas",212300,880,83198.0,489250,243766,39598.0,254685,72453,48,491,2014
"Orange County, Texas",96600,659,5623.0,83433,36728,13072.0,39221,46809,48,361,2014
"Harris County, Texas",142100,765,528372.0,4441370,2160576,766196.0,2301499,54178,48,201,2014
"Dallas County, Texas",135500,758,295939.0,2518638,1220882,485279.0,1308972,50076,48,113,2014
