County Name,Median House Price ($),Median Rent ($),Population with Bachelor's Degree,Total Population,Number of Employed People,People with Income Below Poverty,Total Labor Force,Median Household Income ($),State FIPS,County FIPS,Year
"Porter County, Indiana",161200,700,17551.0,165682,75646,17556.0,81635,63050,18,127,2012
"Tippecanoe County, Indiana",125200,639,17399.0,177513,84896,34483.0,91946,42507,18,157,2012
"Hamilton County, Indiana",212600,792,64547.0,289495,148271,11812.0,155700,85567,18,057,2012
"LaPorte County, Indiana",121700,548,8111.0,111246,45839,18234.0,51296,46048,18,091,2012
"Vigo County, Indiana",95500,508,8819.0,108428,48044,19582.0,52577,40646,18,167,2012
"Bartholomew County, Indiana",136900,641,8771.0,79129,39333,10107.0,41358,53671,18,005,2012
"Lake County, Indiana",137600,639,44074.0,493618,209455,95382.0,239228,48120,18,089,2012
"Hendricks County, Indiana",160700,737,22100.0,150434,75465,6031.0,79646,70867,18,063,2012
"Grant County, Indiana",80600,481,5750.0,69330,29596,11233.0,32280,38877,18,053,2012
"Hancock County, Indiana",158500,683,9351.0,70933,34845,5687.0,36802,62794,18,059,2012
"Howard County, Indiana",84800,495,6931.0,82849,33803,14769.0,37651,38849,18,067,2012
"Clark County, Indiana",126800,582,10623.0,111951,53268,14075.0,57285,50075,18,019,2012
"Allen County, Indiana",113500,536,40319.0,360412,167927,55859.0,183551,48962,18,003,2012
"Floyd County, Indiana",155300,558,8445.0,75283,37149,10497.0,40893,53990,18,043,2012
"Johnson County, Indiana",144100,672,15687.0,143191,69778,13469.0,75384,61597,18,081,2012
"Elkhart County, Indiana",120700,598,15008.0,199619,91700,30249.0,99562,45315,18,039,2012
"Wayne County, Indiana",88300,440,4454.0,68346,27724,15465.0,30310,33385,18,177,2012
"Dubuque County, Iowa",144700,582,12651.0,95097,49764,11447.0,51465,49793,19,061,2012
"Johnson County, Iowa",187700,700,21990.0,136317,77963,21226.0,79942,52105,19,103,2012
"Pottawattamie County, Iowa",123800,593,8653.0,92913,46505,10236.0,48661,50171,19,155,2012
"Story County, Iowa",165800,636,15410.0,91140,48675,17880.0,52242,49489,19,169,2012
"Black Hawk County, Iowa",126500,546,15755.0,131820,65365,16288.0,71768,49086,19,013,2012
"Linn County, Iowa",149300,555,31897.0,215295,111508,19139.0,118056,57460,19,113,2012
"Dallas County, Iowa",180100,722,14913.0,71967,36861,4610.0,37830,70198,19,049,2012
"Polk County, Iowa",156600,678,73133.0,443710,233243,59007.0,248062,57854,19,153,2012
"Woodbury County, Iowa",95100,511,7573.0,102323,50071,16882.0,53159,42013,19,193,2012
"Scott County, Iowa",144800,573,22948.0,168799,82220,17914.0,88338,52940,19,163,2012
"Wyandotte County, Kansas",89600,535,10572.0,159129,70678,36914.0,80321,37529,20,209,2012
"Leavenworth County, Kansas",165000,733,8720.0,77739,32146,6726.0,35259,59683,20,103,2012
"Shawnee County, Kansas",124800,542,22254.0,178991,85083,29288.0,91533,47982,20,177,2012
"Sedgwick County, Kansas",125100,537,61552.0,503889,235538,80860.0,254113,47311,20,173,2012
"Johnson County, Kansas",207000,760,122748.0,559913,294177,37445.0,311010,73227,20,091,2012
"Douglas County, Kansas",177700,660,16011.0,112864,61828,21682.0,65868,50184,20,045,2012
"Butler County, Kansas",133900,504,7973.0,65827,31220,4142.0,33321,58187,20,015,2012
"Riley County, Kansas",168400,718,7811.0,75508,34486,14325.0,35446,41835,20,161,2012
"Bullitt County, Kentucky",149100,550,4344.0,75896,37226,7696.0,40707,57886,21,029,2012
"Boone County, Kentucky",166200,740,14687.0,123316,61805,10393.0,66497,65909,21,015,2012
"Pike County, Kentucky",63500,407,3728.0,64178,21268,14220.0,23392,32014,21,195,2012
"Jefferson County, Kentucky",148400,589,94491.0,750828,354456,132940.0,392025,45869,21,111,2012
"Hardin County, Kentucky",142500,599,8643.0,107025,43972,14886.0,49430,49233,21,093,2012
"Christian County, Kentucky",107600,577,4901.0,75427,24625,14731.0,27884,38843,21,047,2012
"Warren County, Kentucky",141000,507,10247.0,117110,54143,22276.0,60357,41498,21,227,2012
"Fayette County, Kentucky",167700,613,47392.0,305489,155713,51645.0,167368,46248,21,067,2012
"McCracken County, Kentucky",113200,481,5102.0,65549,28400,11667.0,30632,43137,21,145,2012
"Kenton County, Kentucky",144000,583,20326.0,161711,78414,24197.0,86320,53561,21,117,2012
"Madison County, Kentucky",144500,522,7331.0,84786,38729,19768.0,43114,38005,21,151,2012
"Campbell County, Kentucky",146800,601,11060.0,90908,46177,13292.0,49480,55888,21,037,2012
"Daviess County, Kentucky",111300,469,7600.0,97847,43572,16223.0,47036,43885,21,059,2012
"St. Tammany Parish, Louisiana",191000,845,31752.0,239453,109060,32212.0,119773,56650,22,103,2012
"Caddo Parish, Louisiana",124900,544,22964.0,257093,107400,49358.0,117579,40886,22,017,2012
"Ascension Parish, Louisiana",165400,644,12147.0,112286,54241,13116.0,57183,66315,22,005,2012
"Iberia Parish, Louisiana",94500,453,5478.0,73999,31540,14840.0,35847,43869,22,045,2012
"Livingston Parish, Louisiana",145700,623,11734.0,131942,60568,22916.0,64649,52397,22,063,2012
"East Baton Rouge Parish, Louisiana",169500,683,61482.0,444526,214314,88551.0,232053,47967,22,033,2012
"Jefferson Parish, Louisiana",169600,740,46041.0,433676,205466,68210.0,222092,45519,22,051,2012
"Bossier Parish, Louisiana",145000,681,11435.0,122197,59720,15512.0,63435,53275,22,015,2012
"Ouachita Parish, Louisiana",121200,449,15154.0,155363,63542,35443.0,69744,36338,22,073,2012
"Rapides Parish, Louisiana",125900,486,11026.0,132373,53749,28867.0,58772,41321,22,079,2012
"St. Landry Parish, Louisiana",100200,386,5633.0,83662,32789,21149.0,34836,35765,22,097,2012
"Tangipahoa Parish, Louisiana",129700,578,8387.0,123441,50284,29110.0,56788,34904,22,105,2012
"Lafayette Parish, Louisiana",162500,621,27957.0,227055,114608,39565.0,122234,47341,22,055,2012
"Orleans Parish, Louisiana",178200,733,50176.0,369250,160467,102724.0,182899,34361,22,071,2012
"Terrebonne Parish, Louisiana",135900,712,7248.0,111893,48323,20330.0,51601,48911,22,109,2012
"Calcasieu Parish, Louisiana",120400,558,16734.0,194493,85702,31919.0,93374,44300,22,019,2012
"Lafourche Parish, Louisiana",122700,537,6987.0,97029,44373,12517.0,48419,48767,22,057,2012
"Penobscot County, Maine",135100,663,15572.0,153746,72835,26664.0,79369,41653,23,019,2012
"Androscoggin County, Maine",152500,625,9070.0,107609,54147,16593.0,58996,44297,23,001,2012
"Aroostook County, Maine",93300,473,6293.0,70868,31122,11358.0,33984,38453,23,003,2012
"Cumberland County, Maine",240500,837,55853.0,283921,150537,32297.0,160692,55503,23,005,2012
"York County, Maine",228800,794,27159.0,199005,102330,22771.0,109087,52408,23,031,2012
"Kennebec County, Maine",150300,581,11574.0,121853,54744,17804.0,60629,46014,23,011,2012
"Baltimore city, Maryland",150100,736,59077.0,621342,264193,148491.0,312604,39241,24,510,2012
"Harford County, Maryland",280000,921,33881.0,248622,127407,20312.0,138059,76645,24,025,2012
"Howard County, Maryland",421700,1353,61530.0,299430,162514,13487.0,170735,108844,24,027,2012
"Prince George's County, Maryland",246300,1133,99677.0,881138,458339,88114.0,506519,69879,24,033,2012
"Baltimore County, Maryland",243600,962,112514.0,817455,402335,76903.0,435298,62444,24,005,2012
"Frederick County, Maryland",285600,1036,36549.0,239582,126794,15942.0,134650,80765,24,021,2012
"Carroll County, Maryland",321900,890,24391.0,167217,87808,10179.0,94009,80028,24,013,2012
"Charles County, Maryland",275000,1177,16183.0,150592,76790,14439.0,81814,90880,24,017,2012
"Washington County, Maryland",187500,725,11029.0,149180,68500,19908.0,74961,53167,24,043,2012
"Wicomico County, Maryland",173000,728,9842.0,100647,47886,15810.0,52874,51451,24,045,2012
"Allegany County, Maryland",119000,488,4186.0,74012,30037,11401.0,33538,38509,24,001,2012
"Anne Arundel County, Maryland",320900,1247,84516.0,550488,281026,30494.0,299780,89179,24,003,2012
"Calvert County, Maryland",328600,1192,10231.0,89628,44355,6451.0,47731,87449,24,009,2012
"Montgomery County, Maryland",440600,1432,181778.0,1004709,530886,64037.0,569064,94965,24,031,2012
"St. Mary's County, Maryland",306100,1102,11562.0,108987,55558,7483.0,58579,86358,24,037,2012
"Cecil County, Maryland",247500,720,8384.0,101696,45275,14438.0,51174,63036,24,015,2012
"Suffolk County, Massachusetts",350100,1097,108782.0,744426,385764,143937.0,428268,51049,25,025,2012
"Middlesex County, Massachusetts",394800,1152,276617.0,1537215,819903,124001.0,878518,82226,25,017,2012
"Bristol County, Massachusetts",269100,670,62859.0,551082,260287,70516.0,291181,53689,25,005,2012
"Hampden County, Massachusetts",194200,685,48933.0,465923,205210,86885.0,230625,48865,25,013,2012
"Essex County, Massachusetts",347800,926,109599.0,755618,376300,90120.0,411921,67888,25,009,2012
"Franklin County, Massachusetts",216200,685,10700.0,71540,36682,7449.0,39480,55416,25,011,2012
"Worcester County, Massachusetts",246500,780,110755.0,806163,396201,92497.0,431928,62505,25,027,2012
"Hampshire County, Massachusetts",257300,760,20825.0,159795,82663,19068.0,90238,59065,25,015,2012
"Barnstable County, Massachusetts",361500,909,38702.0,215423,100064,21947.0,108845,59453,25,001,2012
"Berkshire County, Massachusetts",206400,651,17637.0,130016,61207,17437.0,67901,46509,25,003,2012
"Plymouth County, Massachusetts",321200,963,73954.0,499759,248961,35926.0,271896,73396,25,023,2012
"Norfolk County, Massachusetts",386400,1136,127872.0,681845,347914,50305.0,378215,80248,25,021,2012
"Midland County, Michigan",128200,620,10602.0,83822,37442,11761.0,41172,52356,26,111,2012
"Lenawee County, Michigan",109600,609,8855.0,98987,41879,12005.0,47014,48224,26,091,2012
"Allegan County, Michigan",131700,620,9764.0,112039,48102,15779.0,52579,50078,26,005,2012
"Oakland County, Michigan",166000,758,214819.0,1220657,599088,126564.0,656781,63345,26,125,2012
"Muskegon County, Michigan",99900,522,14385.0,170182,69308,35899.0,79988,40535,26,121,2012
"Lapeer County, Michigan",124600,584,6535.0,88173,36968,8344.0,42267,51428,26,087,2012
"Isabella County, Michigan",124100,559,5513.0,70617,31533,19804.0,37202,35593,26,073,2012
"Berrien County, Michigan",131000,535,16054.0,156067,66802,31081.0,73538,43526,26,021,2012
"Clinton County, Michigan",150000,575,9012.0,76001,36119,9604.0,38674,57330,26,037,2012
"Ingham County, Michigan",113900,654,34553.0,281723,128318,69273.0,144512,43337,26,065,2012
"Kalamazoo County, Michigan",133800,594,32390.0,254580,120299,43729.0,132021,44306,26,077,2012
"Calhoun County, Michigan",96000,538,12567.0,135099,58247,23569.0,65763,39190,26,025,2012
"Kent County, Michigan",130000,634,82606.0,614462,296401,103474.0,325967,50653,26,081,2012
"Saginaw County, Michigan",92200,521,16545.0,198353,77992,36311.0,90299,40318,26,145,2012
"Bay County, Michigan",90800,532,8729.0,106935,45709,13622.0,51009,44548,26,017,2012
"St. Clair County, Michigan",118000,536,10881.0,160644,68126,25564.0,78255,44518,26,147,2012
"Van Buren County, Michigan",123000,519,6516.0,75454,30147,14477.0,33776,44456,26,159,2012
"Washtenaw County, Michigan",191000,803,52195.0,350946,172625,55178.0,187973,56330,26,161,2012
"Wayne County, Michigan",77200,605,154008.0,1792365,679251,465053.0,813991,39486,26,163,2012
"Grand Traverse County, Michigan",157500,668,10749.0,89112,43832,8880.0,48018,51635,26,055,2012
"Jackson County, Michigan",103300,581,14802.0,160309,64622,29934.0,73008,42653,26,075,2012
"Genesee County, Michigan",84100,517,33957.0,418408,158154,88137.0,185848,40323,26,049,2012
"Livingston County, Michigan",177900,751,28446.0,182838,90350,11213.0,97138,75719,26,093,2012
"Marquette County, Michigan",125700,482,8492.0,67906,30237,11409.0,32774,45149,26,103,2012
"Macomb County, Michigan",113000,687,83729.0,847383,395039,103974.0,440875,52185,26,099,2012
"Shiawassee County, Michigan",96900,514,4519.0,69232,28460,10739.0,32283,41221,26,155,2012
"Eaton County, Michigan",128900,645,11652.0,108008,51555,9925.0,57173,55199,26,045,2012
"Monroe County, Michigan",128100,633,13506.0,151048,68176,17822.0,74998,50675,26,115,2012
"Ottawa County, Michigan",147700,640,33070.0,269099,130240,29263.0,141536,54323,26,139,2012
"Hennepin County, Minnesota",219200,831,245622.0,1184576,638677,151982.0,682059,62541,27,053,2012
"Olmsted County, Minnesota",168400,688,24558.0,147066,79836,15138.0,82096,63803,27,109,2012
"Anoka County, Minnesota",176600,863,44053.0,336414,179363,27669.0,191719,67819,27,003,2012
"Dakota County, Minnesota",207100,854,75188.0,405088,219584,31398.0,234038,71382,27,037,2012
"Washington County, Minnesota",232300,961,45386.0,244088,129721,13223.0,136680,80246,27,163,2012
"Sherburne County, Minnesota",180600,888,9416.0,89455,47144,5263.0,49560,69140,27,141,2012
"Carver County, Minnesota",256200,822,18650.0,93707,49897,3328.0,52424,83194,27,019,2012
"Ramsey County, Minnesota",184900,763,80611.0,520152,257980,85342.0,283311,53925,27,123,2012
"Scott County, Minnesota",237800,936,26406.0,135152,72982,6545.0,77005,85382,27,139,2012
"Wright County, Minnesota",187300,815,17023.0,127336,66535,9119.0,71743,72467,27,171,2012
"Blue Earth County, Minnesota",158600,640,8641.0,65091,35840,10890.0,37968,49266,27,013,2012
"St. Louis County, Minnesota",137200,576,24920.0,200319,93339,29091.0,102133,46773,27,137,2012
"Stearns County, Minnesota",163700,647,15921.0,151606,81528,19616.0,85906,54887,27,145,2012
"Jones County, Mississippi",82700,425,4812.0,68641,27954,18904.0,29521,34580,28,067,2012
"Madison County, Mississippi",205400,745,17651.0,98468,46276,14712.0,49266,60126,28,089,2012
"Rankin County, Mississippi",155300,672,19406.0,145165,66305,18913.0,71581,56437,28,121,2012
"Jackson County, Mississippi",117000,648,11719.0,140298,58575,21778.0,63958,44824,28,059,2012
"Harrison County, Mississippi",135100,667,15578.0,194029,80378,36749.0,90541,41098,28,047,2012
"Lauderdale County, Mississippi",91900,451,6596.0,80220,31684,19958.0,36418,35255,28,075,2012
"Lee County, Mississippi",102500,485,7693.0,85042,38882,16341.0,41824,41202,28,081,2012
"Hinds County, Mississippi",109300,572,23347.0,248643,103397,66271.0,119003,34581,28,049,2012
"Forrest County, Mississippi",112800,536,6744.0,76894,30918,22153.0,35377,31584,28,035,2012
"DeSoto County, Mississippi",151500,798,15546.0,166234,80472,16851.0,87025,54102,28,033,2012
"Platte County, Missouri",179200,695,15843.0,92054,49142,5573.0,51997,65449,29,165,2012
"St. Francois County, Missouri",97700,487,4369.0,65917,25968,12147.0,28724,34129,29,187,2012
"St. Louis city, Missouri",119400,547,38652.0,318172,141006,89716.0,164206,31997,29,510,2012
"Christian County, Missouri",137400,644,9702.0,79824,36138,10212.0,38831,53013,29,043,2012
"Jasper County, Missouri",100900,460,9770.0,115258,54386,21056.0,58714,37496,29,097,2012
"Clay County, Missouri",150000,630,32191.0,227577,115262,19636.0,124360,57002,29,047,2012
"St. Louis County, Missouri",170900,672,164677.0,1000438,486928,118945.0,532675,56309,29,189,2012
"Boone County, Missouri",158400,625,27003.0,168535,86878,30258.0,93608,44201,29,019,2012
"Cole County, Missouri",149000,444,10594.0,76363,36648,11702.0,38505,50934,29,051,2012
"Franklin County, Missouri",146800,446,6402.0,101412,48318,16302.0,52852,42214,29,071,2012
"Jackson County, Missouri",122100,599,78700.0,677377,318083,125803.0,351145,44401,29,095,2012
"Buchanan County, Missouri",106300,532,9117.0,89706,41152,17151.0,45131,41756,29,021,2012
"Cass County, Missouri",157900,668,10100.0,100376,46584,8604.0,50558,54690,29,037,2012
"St. Charles County, Missouri",184500,730,54555.0,368666,192884,26180.0,203540,70230,29,183,2012
"Cape Girardeau County, Missouri",130400,512,9603.0,76950,36474,11364.0,39396,46090,29,031,2012
"Greene County, Missouri",130000,524,35557.0,280626,135664,48282.0,147611,40365,29,077,2012
"Jefferson County, Missouri",155200,549,18553.0,220209,105901,23839.0,116775,52545,29,099,2012
"Yellowstone County, Montana",185100,650,19608.0,151882,77502,18429.0,81623,49482,30,111,2012
"Missoula County, Montana",220700,666,20033.0,110977,59681,14875.0,64900,45595,30,063,2012
"Cascade County, Montana",162400,531,8036.0,81723,35298,15919.0,37727,41732,30,013,2012
"Gallatin County, Montana",259300,767,18854.0,92614,51589,12251.0,55181,52274,30,031,2012
"Flathead County, Montana",231400,711,13203.0,91633,41443,11697.0,47175,46444,30,029,2012
"Lancaster County, Nebraska",148600,583,42302.0,293407,158137,38042.0,168263,50220,31,109,2012
"Douglas County, Nebraska",142300,656,83992.0,531265,269420,78485.0,288725,51096,31,055,2012
"Sarpy County, Nebraska",159800,728,24908.0,165853,85923,15378.0,90196,66779,31,153,2012
"Clark County, Nevada",145200,825,195862.0,2000759,894356,323075.0,1024104,49546,32,003,2012
"Washoe County, Nevada",176500,764,50377.0,429908,200638,77592.0,225387,49026,32,031,2012
"Cheshire County, New Hampshire",191800,832,9968.0,76851,39342,8695.0,41840,56238,33,005,2012
"Grafton County, New Hampshire",210700,834,13754.0,89181,45408,9877.0,48610,52430,33,009,2012
"Rockingham County, New Hampshire",281400,967,49322.0,297820,163718,18216.0,174972,76585,33,015,2012
"Hillsborough County, New Hampshire",242300,919,67448.0,402922,214767,38552.0,228782,69089,33,011,2012
"Merrimack County, New Hampshire",226100,789,22747.0,146761,74931,15868.0,80351,58742,33,013,2012
"Strafford County, New Hampshire",213000,833,15329.0,124119,63563,16621.0,70077,52227,33,017,2012
"Mercer County, New Jersey",272900,926,48829.0,368303,173086,36603.0,195606,67991,34,021,2012
